LSOA code,season,count
E01001319,3,45
E01001320,1,42
E01001320,2,40
E01001320,3,44
E01001321,1,95
E01001321,2,54
E01001321,3,64
E01001322,1,107
E01001322,2,86
E01001322,3,149
E01001323,1,106
E01001323,2,80
E01001323,3,84
E01001324,1,52
E01001324,2,32
E01001324,3,66
E01001325,1,55
E01001325,2,39
E01001325,3,47
E01001326,1,66
E01001326,2,54
E01001326,3,66
E01001327,1,88
E01001327,2,76
E01001327,3,71
E01001328,1,51
E01001328,2,50
E01001328,3,46
E01001329,1,61
E01001329,2,51
E01001329,3,73
E01001330,1,62
E01001330,2,46
E01001330,3,54
E01001331,1,26
E01001331,2,21
E01001331,3,33
E01001332,1,41
E01001332,2,36
E01001332,3,34
E01001333,1,76
E01001333,2,65
E01001333,3,91
E01001334,1,74
E01001334,2,37
E01001334,3,60
E01001335,1,68
E01001335,2,56
E01001335,3,57
E01001336,1,58
E01001336,2,43
E01001336,3,43
E01001337,1,68
E01001337,2,58
E01001337,3,55
E01001338,1,69
E01001338,2,79
E01001338,3,74
E01001339,1,44
E01001339,2,41
E01001339,3,45
E01001340,1,28
E01001340,2,24
E01001340,3,26
E01001341,1,48
E01001341,2,47
E01001341,3,53
E01001342,1,46
E01001342,2,31
E01001342,3,43
E01001343,1,67
E01001343,2,38
E01001343,3,56
E01001344,1,89
E01001344,2,78
E01001344,3,104
E01001345,1,39
E01001345,2,28
E01001345,3,50
E01001346,1,46
E01001346,2,50
E01001346,3,45
E01001347,1,116
E01001347,2,86
E01001347,3,107
E01001348,1,56
E01001348,2,79
E01001348,3,48
E01001349,1,59
E01001349,2,53
E01001349,3,55
E01001350,1,59
E01001350,2,43
E01001350,3,39
E01001351,1,68
E01001351,2,97
E01001351,3,86
E01001352,1,34
E01001352,2,22
E01001352,3,39
E01001353,1,40
E01001353,2,26
E01001353,3,39
E01001354,1,94
E01001354,2,89
E01001354,3,61
E01001355,1,48
E01001355,2,63
E01001355,3,64
E01001356,1,21
E01001356,2,31
E01001356,3,35
E01001357,1,43
E01001357,2,51
E01001357,3,61
E01001358,1,50
E01001358,2,64
E01001358,3,88
E01001359,1,46
E01001359,2,30
E01001359,3,29
E01001360,1,27
E01001360,2,19
E01001360,3,34
E01001361,1,145
E01001361,2,110
E01001361,3,138
E01001362,1,51
E01001362,2,121
E01001362,3,62
E01001363,1,57
E01001363,2,28
E01001363,3,32
E01001364,1,42
E01001364,2,30
E01001364,3,47
E01001365,1,28
E01001365,2,33
E01001365,3,29
E01001366,1,53
E01001366,2,34
E01001366,3,54
E01001367,1,53
E01001367,2,57
E01001367,3,51
E01001368,1,10
E01001368,2,5
E01001368,3,11
E01001369,1,50
E01001369,2,37
E01001369,3,44
E01001370,1,63
E01001370,2,55
E01001370,3,84
E01001371,1,75
E01001371,2,40
E01001371,3,49
E01001372,1,54
E01001372,2,39
E01001372,3,48
E01001373,1,51
E01001373,2,30
E01001373,3,30
E01001374,1,42
E01001374,2,27
E01001374,3,53
E01001375,1,61
E01001375,2,47
E01001375,3,47
E01001376,1,33
E01001376,2,37
E01001376,3,53
E01001377,1,62
E01001377,2,54
E01001377,3,61
E01001379,1,40
E01001379,2,30
E01001379,3,42
E01001380,1,55
E01001380,2,39
E01001380,3,54
E01001381,1,135
E01001381,2,109
E01001381,3,149
E01001382,1,20
E01001382,2,20
E01001382,3,17
E01001383,1,36
E01001383,2,25
E01001383,3,24
E01001384,1,28
E01001384,2,25
E01001384,3,31
E01001385,1,68
E01001385,2,38
E01001385,3,79
E01001386,1,81
E01001386,2,47
E01001386,3,56
E01001387,1,52
E01001387,2,76
E01001387,3,54
E01001388,1,63
E01001388,2,58
E01001388,3,48
E01001389,1,47
E01001389,2,52
E01001389,3,59
E01001390,1,59
E01001390,2,33
E01001390,3,42
E01001391,1,68
E01001391,2,53
E01001391,3,68
E01001392,1,51
E01001392,2,40
E01001392,3,49
E01001393,1,48
E01001393,2,27
E01001393,3,60
E01001394,1,99
E01001394,2,93
E01001394,3,127
E01001395,1,83
E01001395,2,66
E01001395,3,105
E01001396,1,35
E01001396,2,37
E01001396,3,47
E01001397,1,52
E01001397,2,52
E01001397,3,57
E01001398,1,40
E01001398,2,32
E01001398,3,42
E01001399,1,40
E01001399,2,34
E01001399,3,40
E01001400,1,57
E01001400,2,42
E01001400,3,54
E01001401,1,56
E01001401,2,42
E01001401,3,52
E01001402,1,87
E01001402,2,75
E01001402,3,85
E01001403,1,56
E01001403,2,65
E01001403,3,86
E01001404,1,65
E01001404,2,57
E01001404,3,59
E01001405,1,64
E01001405,2,42
E01001405,3,67
E01001406,1,77
E01001406,2,60
E01001406,3,66
E01001407,1,97
E01001407,2,49
E01001407,3,71
E01001408,1,44
E01001408,2,35
E01001408,3,43
E01001409,1,84
E01001409,2,51
E01001409,3,67
E01001410,1,60
E01001410,2,55
E01001410,3,62
E01001411,1,45
E01001411,2,49
E01001411,3,33
E01001412,1,189
E01001412,2,158
E01001412,3,149
E01001413,1,63
E01001413,2,53
E01001413,3,65
E01001414,1,26
E01001414,2,33
E01001414,3,32
E01001415,1,96
E01001415,2,89
E01001415,3,125
E01001416,1,64
E01001416,2,41
E01001416,3,61
E01001417,1,88
E01001417,2,88
E01001417,3,97
E01001418,1,92
E01001418,2,70
E01001418,3,119
E01001419,1,112
E01001419,2,81
E01001419,3,103
E01001420,1,63
E01001420,2,40
E01001420,3,52
E01001421,1,59
E01001421,2,49
E01001421,3,50
E01001422,1,61
E01001422,2,46
E01001422,3,53
E01001423,1,65
E01001423,2,53
E01001423,3,81
E01001424,1,13
E01001424,2,21
E01001424,3,19
E01001425,1,103
E01001425,2,137
E01001425,3,100
E01001426,1,43
E01001426,2,34
E01001426,3,50
E01001427,1,139
E01001427,2,133
E01001427,3,121
E01001428,1,59
E01001428,2,50
E01001428,3,49
E01001429,1,104
E01001429,2,116
E01001429,3,109
E01001430,1,43
E01001430,2,58
E01001430,3,58
E01001431,1,55
E01001431,2,41
E01001431,3,66
E01001432,1,68
E01001432,2,67
E01001432,3,61
E01001433,1,69
E01001433,2,41
E01001433,3,68
E01001434,1,88
E01001434,2,64
E01001434,3,88
E01001435,1,53
E01001435,2,33
E01001435,3,57
E01001436,1,76
E01001436,2,54
E01001436,3,79
E01001437,1,120
E01001437,2,112
E01001437,3,141
E01001438,1,60
E01001438,2,53
E01001438,3,55
E01001439,1,86
E01001439,2,82
E01001439,3,79
E01001440,1,90
E01001440,2,69
E01001440,3,99
E01001441,1,94
E01001441,2,77
E01001441,3,72
E01001442,1,49
E01001442,2,53
E01001442,3,45
E01001444,1,79
E01001444,2,71
E01001444,3,69
E01001445,1,105
E01001445,2,79
E01001445,3,110
E01001446,1,59
E01001446,2,62
E01001446,3,69
E01001447,1,108
E01001447,2,93
E01001447,3,97
E01001448,1,56
E01001448,2,37
E01001448,3,44
E01001449,1,61
E01001449,2,44
E01001449,3,70
E01001450,1,93
E01001450,2,94
E01001450,3,76
E01001451,1,86
E01001451,2,60
E01001451,3,77
E01001452,1,64
E01001452,2,43
E01001452,3,47
E01001453,1,75
E01001453,2,58
E01001453,3,59
E01001454,1,58
E01001454,2,43
E01001454,3,59
E01001455,1,50
E01001455,2,28
E01001455,3,46
E01001456,1,58
E01001456,2,37
E01001456,3,41
E01001457,1,68
E01001457,2,55
E01001457,3,52
E01001458,1,68
E01001458,2,58
E01001458,3,69
E01001459,1,55
E01001459,2,30
E01001459,3,57
E01001460,1,43
E01001460,2,44
E01001460,3,60
E01001461,1,93
E01001461,2,63
E01001461,3,76
E01001462,1,44
E01001462,2,39
E01001462,3,42
E01001463,1,69
E01001463,2,55
E01001463,3,82
E01001464,1,43
E01001464,2,43
E01001464,3,77
E01001465,1,40
E01001465,2,38
E01001465,3,48
E01001466,1,32
E01001466,2,28
E01001466,3,46
E01001467,1,65
E01001467,2,63
E01001467,3,61
E01001468,1,51
E01001468,2,51
E01001468,3,63
E01001469,1,34
E01001469,2,31
E01001469,3,33
E01001470,1,77
E01001470,2,44
E01001470,3,56
E01001471,1,41
E01001471,2,46
E01001471,3,52
E01001472,1,48
E01001472,2,40
E01001472,3,36
E01001473,1,64
E01001473,2,40
E01001473,3,77
E01001474,1,53
E01001474,2,53
E01001474,3,47
E01001475,1,63
E01001475,2,37
E01001475,3,67
E01001476,1,52
E01001476,2,45
E01001476,3,57
E01001477,1,73
E01001477,2,62
E01001477,3,64
E01001478,1,66
E01001478,2,44
E01001478,3,70
E01001479,1,80
E01001479,2,58
E01001479,3,82
E01001480,1,67
E01001480,2,58
E01001480,3,73
E01001481,1,54
E01001481,2,32
E01001481,3,63
E01001482,1,46
E01001482,2,33
E01001482,3,48
E01001483,1,54
E01001483,2,41
E01001483,3,59
E01001484,1,69
E01001484,2,53
E01001484,3,61
E01001485,1,48
E01001485,2,34
E01001485,3,58
E01001486,1,65
E01001486,2,62
E01001486,3,59
E01001487,1,37
E01001487,2,39
E01001487,3,25
E01001488,1,54
E01001488,2,38
E01001488,3,44
E01001489,1,47
E01001489,2,36
E01001489,3,38
E01001491,1,54
E01001491,2,36
E01001491,3,54
E01001492,1,56
E01001492,2,54
E01001492,3,64
E01001493,1,79
E01001493,2,66
E01001493,3,103
E01001494,1,46
E01001494,2,42
E01001494,3,64
E01001495,1,47
E01001495,2,43
E01001495,3,60
E01001496,1,63
E01001496,2,43
E01001496,3,74
E01001497,1,63
E01001497,2,47
E01001497,3,74
E01001498,1,95
E01001498,2,88
E01001498,3,104
E01001499,1,82
E01001499,2,67
E01001499,3,97
E01001500,1,111
E01001500,2,75
E01001500,3,95
E01001501,1,90
E01001501,2,98
E01001501,3,89
E01001502,1,80
E01001502,2,70
E01001502,3,77
E01001503,1,38
E01001503,2,44
E01001503,3,66
E01001504,1,78
E01001504,2,53
E01001504,3,64
E01001505,1,65
E01001505,2,43
E01001505,3,54
E01001506,1,92
E01001506,2,84
E01001506,3,91
E01001507,1,134
E01001507,2,134
E01001507,3,106
E01001508,1,58
E01001508,2,73
E01001508,3,69
E01001509,1,67
E01001509,2,38
E01001509,3,53
E01001510,1,21
E01001510,2,13
E01001510,3,11
E01001511,1,58
E01001511,2,32
E01001511,3,43
E01001512,1,52
E01001512,2,49
E01001512,3,42
E01001513,1,115
E01001513,2,96
E01001513,3,102
E01001514,1,57
E01001514,2,48
E01001514,3,52
E01001515,1,79
E01001515,2,63
E01001515,3,61
E01001516,1,102
E01001516,2,71
E01001516,3,64
E01001517,1,47
E01001517,2,56
E01001517,3,56
E01001518,1,100
E01001518,2,70
E01001518,3,76
E01001519,1,128
E01001519,2,111
E01001519,3,124
E01001520,1,69
E01001520,2,49
E01001520,3,78
E01001521,1,81
E01001521,2,46
E01001521,3,75
E01001522,1,42
E01001522,2,29
E01001522,3,39
E01001523,1,87
E01001523,2,46
E01001523,3,73
E01001524,1,48
E01001524,2,52
E01001524,3,42
E01001525,1,90
E01001525,2,40
E01001525,3,76
E01001526,1,45
E01001526,2,30
E01001526,3,39
E01001527,1,129
E01001527,2,83
E01001527,3,107
E01001528,1,36
E01001528,2,47
E01001528,3,33
E01001529,1,101
E01001529,2,75
E01001529,3,93
E01001530,1,54
E01001530,2,56
E01001530,3,67
E01001531,1,34
E01001531,2,38
E01001531,3,55
E01001532,1,76
E01001532,2,64
E01001532,3,68
E01001533,1,90
E01001533,2,52
E01001533,3,95
E01001534,1,113
E01001534,2,103
E01001534,3,112
E01001535,1,77
E01001535,2,74
E01001535,3,68
E01001536,1,127
E01001536,2,112
E01001536,3,96
E01001537,1,64
E01001537,2,54
E01001537,3,73
E01001538,1,51
E01001538,2,26
E01001538,3,38
E01001539,1,51
E01001539,2,46
E01001539,3,61
E01001540,1,63
E01001540,2,54
E01001540,3,56
E01001541,1,36
E01001541,2,29
E01001541,3,39
E01001542,1,57
E01001542,2,47
E01001542,3,49
E01001543,1,60
E01001543,2,37
E01001543,3,45
E01001544,1,37
E01001544,2,30
E01001544,3,45
E01001545,1,94
E01001545,2,72
E01001545,3,100
E01001546,1,43
E01001546,2,37
E01001546,3,43
E01001547,1,110
E01001547,2,73
E01001547,3,93
E01001548,1,80
E01001548,2,45
E01001548,3,71
E01001549,1,111
E01001549,2,91
E01001549,3,97
E01001550,1,76
E01001550,2,43
E01001550,3,63
E01001551,1,71
E01001551,2,41
E01001551,3,59
E01001552,1,88
E01001552,2,70
E01001552,3,112
E01001553,1,77
E01001553,2,33
E01001553,3,78
E01001554,1,52
E01001554,2,78
E01001554,3,54
E01001555,1,91
E01001555,2,84
E01001555,3,100
E01001556,1,72
E01001556,2,60
E01001556,3,66
E01001557,1,62
E01001557,2,52
E01001557,3,56
E01001558,1,73
E01001558,2,89
E01001558,3,70
E01001559,1,135
E01001559,2,113
E01001559,3,131
E01001560,1,63
E01001560,2,43
E01001560,3,67
E01001562,1,56
E01001562,2,67
E01001562,3,71
E01001563,1,63
E01001563,2,41
E01001563,3,85
E01001564,1,53
E01001564,2,38
E01001564,3,68
E01001565,1,53
E01001565,2,42
E01001565,3,83
E01001566,1,27
E01001566,2,26
E01001566,3,24
E01001567,1,59
E01001567,2,31
E01001567,3,61
E01001568,1,66
E01001568,2,48
E01001568,3,65
E01001569,1,98
E01001569,2,84
E01001569,3,74
E01001570,1,97
E01001570,2,64
E01001570,3,92
E01001571,1,46
E01001571,2,41
E01001571,3,53
E01001572,1,29
E01001572,2,29
E01001572,3,39
E01001573,1,44
E01001573,2,37
E01001573,3,49
E01001574,1,36
E01001574,2,35
E01001574,3,55
E01001575,1,33
E01001575,2,64
E01001575,3,37
E01001576,1,37
E01001576,2,65
E01001576,3,44
E01001577,1,57
E01001577,2,66
E01001577,3,58
E01001578,1,82
E01001578,2,80
E01001578,3,85
E01001579,1,47
E01001579,2,35
E01001579,3,43
E01001580,1,80
E01001580,2,56
E01001580,3,75
E01001581,1,57
E01001581,2,64
E01001581,3,65
E01001582,1,87
E01001582,2,64
E01001582,3,99
E01001583,1,64
E01001583,2,73
E01001583,3,69
E01001584,1,70
E01001584,2,61
E01001584,3,73
E01001585,1,71
E01001585,2,83
E01001585,3,69
E01001586,1,51
E01001586,2,64
E01001586,3,54
E01001587,1,98
E01001587,2,69
E01001587,3,81
E01001588,1,62
E01001588,2,64
E01001588,3,68
E01001589,1,56
E01001589,2,42
E01001589,3,65
E01001590,1,59
E01001590,2,47
E01001590,3,52
E01001591,1,66
E01001591,2,70
E01001591,3,70
E01001592,1,40
E01001592,2,34
E01001592,3,32
E01001593,1,57
E01001593,2,50
E01001593,3,48
E01001594,1,29
E01001594,2,38
E01001594,3,28
E01001595,1,58
E01001595,2,40
E01001595,3,47
E01001596,1,61
E01001596,2,33
E01001596,3,54
E01001597,1,64
E01001597,2,29
E01001597,3,51
E01001598,1,75
E01001598,2,41
E01001598,3,99
E01001599,1,89
E01001599,2,70
E01001599,3,89
E01001600,1,61
E01001600,2,35
E01001600,3,30
E01001601,1,55
E01001601,2,35
E01001601,3,46
E01001602,1,66
E01001602,2,38
E01001602,3,52
E01001603,1,58
E01001603,2,58
E01001603,3,43
E01001604,1,35
E01001604,2,21
E01001604,3,39
E01001605,1,47
E01001605,2,17
E01001605,3,41
E01001606,1,27
E01001606,2,14
E01001606,3,32
E01001607,1,48
E01001607,2,30
E01001607,3,46
E01001608,1,58
E01001608,2,53
E01001608,3,42
E01001609,1,56
E01001609,2,55
E01001609,3,48
E01001610,1,71
E01001610,2,47
E01001610,3,59
E01001611,1,28
E01001611,2,33
E01001611,3,44
E01001613,1,80
E01001613,2,51
E01001613,3,77
E01001614,1,80
E01001614,2,42
E01001614,3,57
E01001615,1,145
E01001615,2,150
E01001615,3,144
E01001617,1,71
E01001617,2,38
E01001617,3,50
E01001618,1,59
E01001618,2,46
E01001618,3,53
E01001619,1,49
E01001619,2,32
E01001619,3,52
E01001620,1,39
E01001620,2,29
E01001620,3,38
E01001621,1,47
E01001621,2,37
E01001621,3,53
E01001623,1,35
E01001623,2,35
E01001623,3,44
E01001624,1,31
E01001624,2,17
E01001624,3,33
E01001625,1,53
E01001625,2,33
E01001625,3,49
E01001629,1,48
E01001629,2,57
E01001629,3,61
E01001631,1,40
E01001631,2,45
E01001631,3,49
E01001632,1,36
E01001632,2,24
E01001632,3,35
E01001633,1,37
E01001633,2,48
E01001633,3,39
E01001634,1,33
E01001634,2,40
E01001634,3,26
E01001635,1,42
E01001635,2,37
E01001635,3,45
E01001636,1,56
E01001636,2,29
E01001636,3,41
E01001637,1,45
E01001637,2,48
E01001637,3,67
E01001638,1,54
E01001638,2,63
E01001638,3,54
E01001640,1,77
E01001640,2,92
E01001640,3,98
E01001641,1,141
E01001641,2,177
E01001641,3,184
E01001642,1,83
E01001642,2,83
E01001642,3,87
E01001644,1,120
E01001644,2,125
E01001644,3,162
E01001645,1,38
E01001645,2,33
E01001645,3,43
E01001646,1,74
E01001646,2,61
E01001646,3,78
E01001647,1,61
E01001647,2,49
E01001647,3,70
E01001648,1,44
E01001648,2,27
E01001648,3,45
E01001649,1,59
E01001649,2,49
E01001649,3,81
E01001650,1,66
E01001650,2,43
E01001650,3,77
E01001651,1,86
E01001651,2,66
E01001651,3,68
E01001652,1,70
E01001652,2,54
E01001652,3,68
E01001653,1,28
E01001653,2,36
E01001653,3,25
E01001654,1,47
E01001654,2,33
E01001654,3,57
E01001655,1,40
E01001655,2,36
E01001655,3,28
E01001656,1,44
E01001656,2,38
E01001656,3,52
E01001657,1,83
E01001657,2,55
E01001657,3,68
E01001658,1,50
E01001658,2,48
E01001658,3,55
E01001659,1,64
E01001659,2,66
E01001659,3,73
E01001660,1,54
E01001660,2,52
E01001660,3,52
E01001661,1,42
E01001661,2,37
E01001661,3,38
E01001662,1,127
E01001662,2,130
E01001662,3,121
E01001664,1,76
E01001664,2,105
E01001664,3,62
E01001665,1,77
E01001665,2,63
E01001665,3,66
E01001666,1,71
E01001666,2,89
E01001666,3,91
E01001667,1,158
E01001667,2,165
E01001667,3,167
E01001668,1,92
E01001668,2,108
E01001668,3,100
E01001669,1,42
E01001669,2,57
E01001669,3,48
E01001671,1,42
E01001671,2,47
E01001671,3,46
E01001672,1,80
E01001672,2,67
E01001672,3,64
E01001673,1,63
E01001673,2,57
E01001673,3,68
E01001674,1,51
E01001674,2,59
E01001674,3,52
E01001675,1,82
E01001675,2,57
E01001675,3,87
E01001676,1,59
E01001676,2,71
E01001676,3,71
E01001677,1,29
E01001677,2,22
E01001677,3,17
E01001678,1,36
E01001678,2,19
E01001678,3,48
E01001679,1,52
E01001679,2,23
E01001679,3,51
E01001680,1,60
E01001680,2,34
E01001680,3,45
E01001681,1,26
E01001681,2,19
E01001681,3,26
E01001682,1,50
E01001682,2,42
E01001682,3,33
E01001683,1,48
E01001683,2,35
E01001683,3,49
E01001684,1,44
E01001684,2,40
E01001684,3,49
E01001685,1,42
E01001685,2,36
E01001685,3,43
E01001686,1,50
E01001686,2,30
E01001686,3,50
E01001687,1,52
E01001687,2,34
E01001687,3,66
E01001688,1,56
E01001688,2,94
E01001688,3,77
E01001690,1,33
E01001690,2,34
E01001690,3,36
E01001692,1,19
E01001692,2,34
E01001692,3,19
E01001693,1,55
E01001693,2,63
E01001693,3,44
E01001694,1,35
E01001694,2,47
E01001694,3,24
E01001695,1,34
E01001695,2,34
E01001695,3,32
E01001696,1,56
E01001696,2,74
E01001696,3,50
E01001697,1,76
E01001697,2,66
E01001697,3,71
E01001698,1,33
E01001698,2,27
E01001698,3,30
E01001699,1,32
E01001699,2,40
E01001699,3,55
E01001700,1,81
E01001700,2,53
E01001700,3,96
E01001701,1,64
E01001701,2,54
E01001701,3,59
E01001702,1,25
E01001702,2,41
E01001702,3,32
E01001703,1,33
E01001703,2,37
E01001703,3,31
E01001704,1,50
E01001704,2,37
E01001704,3,50
E01001705,1,50
E01001705,2,48
E01001705,3,53
E01001706,1,26
E01001706,2,35
E01001706,3,38
E01001708,1,38
E01001708,2,48
E01001708,3,42
E01001709,1,95
E01001709,2,80
E01001709,3,80
E01001710,1,28
E01001710,2,32
E01001710,3,19
E01001711,1,31
E01001711,2,27
E01001711,3,36
E01001712,1,62
E01001712,2,64
E01001712,3,71
E01001713,1,55
E01001713,2,45
E01001713,3,54
E01001714,1,30
E01001714,2,37
E01001714,3,28
E01001715,1,58
E01001715,2,51
E01001715,3,62
E01001716,1,107
E01001716,2,88
E01001716,3,87
E01001717,1,36
E01001717,2,39
E01001717,3,44
E01001718,1,70
E01001718,2,53
E01001718,3,64
E01001719,1,14
E01001719,2,12
E01001719,3,16
E01001720,1,51
E01001720,2,61
E01001720,3,57
E01001722,1,82
E01001722,2,78
E01001722,3,56
E01001723,1,42
E01001723,2,37
E01001723,3,34
E01001724,1,50
E01001724,2,43
E01001724,3,61
E01001725,1,35
E01001725,2,36
E01001725,3,23
E01001726,1,12
E01001726,2,22
E01001726,3,13
E01001727,1,34
E01001727,2,22
E01001727,3,19
E01001728,1,43
E01001728,2,50
E01001728,3,43
E01001729,1,66
E01001729,2,81
E01001729,3,72
E01001730,1,68
E01001730,2,76
E01001730,3,89
E01001731,1,135
E01001731,2,125
E01001731,3,115
E01001732,1,50
E01001732,2,55
E01001732,3,66
E01001733,1,69
E01001733,2,57
E01001733,3,67
E01001734,1,136
E01001734,2,157
E01001734,3,140
E01001735,1,51
E01001735,2,70
E01001735,3,79
E01001736,1,62
E01001736,2,65
E01001736,3,80
E01001737,1,69
E01001737,2,74
E01001737,3,74
E01001738,1,47
E01001738,2,59
E01001738,3,58
E01001739,1,101
E01001739,2,114
E01001739,3,118
E01001740,1,46
E01001740,2,36
E01001740,3,43
E01001741,1,32
E01001741,2,35
E01001741,3,52
E01001742,1,62
E01001742,2,67
E01001742,3,73
E01001744,1,60
E01001744,2,71
E01001744,3,57
E01001745,1,57
E01001745,2,73
E01001745,3,91
E01001746,1,17
E01001746,2,21
E01001746,3,19
E01001747,1,99
E01001747,2,144
E01001747,3,136
E01001748,1,181
E01001748,2,192
E01001748,3,191
E01001749,1,68
E01001749,2,61
E01001749,3,67
E01001750,1,153
E01001750,2,152
E01001750,3,135
E01001751,1,120
E01001751,2,121
E01001751,3,148
E01001752,1,97
E01001752,2,103
E01001752,3,105
E01001753,1,41
E01001753,2,50
E01001753,3,52
E01001754,1,88
E01001754,2,105
E01001754,3,94
E01001755,1,52
E01001755,2,56
E01001755,3,58
E01001756,1,149
E01001756,2,120
E01001756,3,126
E01001757,1,5
E01001757,2,3
E01001757,3,5
E01001758,1,73
E01001758,2,70
E01001758,3,59
E01001759,1,77
E01001759,2,77
E01001759,3,70
E01001760,1,118
E01001760,2,125
E01001760,3,117
E01001761,1,99
E01001761,2,96
E01001761,3,82
E01001762,1,121
E01001762,2,121
E01001762,3,121
E01001763,1,78
E01001763,2,79
E01001763,3,89
E01001764,1,60
E01001764,2,66
E01001764,3,82
E01001765,1,39
E01001765,2,51
E01001765,3,44
E01001767,1,79
E01001767,2,102
E01001767,3,94
E01001768,1,73
E01001768,2,92
E01001768,3,119
E01001769,1,49
E01001769,2,44
E01001769,3,53
E01001770,1,76
E01001770,2,62
E01001770,3,75
E01001772,1,32
E01001772,2,26
E01001772,3,34
E01001773,1,127
E01001773,2,172
E01001773,3,141
E01001774,1,51
E01001774,2,48
E01001774,3,54
E01001775,1,38
E01001775,2,45
E01001775,3,58
E01001776,1,64
E01001776,2,63
E01001776,3,80
E01001777,1,108
E01001777,2,99
E01001777,3,130
E01001779,1,161
E01001779,2,166
E01001779,3,144
E01001780,1,126
E01001780,2,108
E01001780,3,90
E01001781,1,46
E01001781,2,40
E01001781,3,37
E01001782,1,61
E01001782,2,47
E01001782,3,76
E01001783,1,41
E01001783,2,27
E01001783,3,40
E01001784,1,74
E01001784,2,59
E01001784,3,47
E01001785,1,29
E01001785,2,32
E01001785,3,22
E01001786,1,47
E01001786,2,43
E01001786,3,74
E01001787,1,24
E01001787,2,35
E01001787,3,14
E01001788,1,50
E01001788,2,44
E01001788,3,38
E01001789,1,67
E01001789,2,52
E01001789,3,68
E01001790,1,30
E01001790,2,27
E01001790,3,29
E01001791,1,58
E01001791,2,51
E01001791,3,65
E01001792,1,78
E01001792,2,92
E01001792,3,100
E01001793,1,58
E01001793,2,71
E01001793,3,75
E01001794,1,101
E01001794,2,106
E01001794,3,94
E01001795,1,49
E01001795,2,81
E01001795,3,54
E01001796,1,77
E01001796,2,72
E01001796,3,88
E01001798,1,39
E01001798,2,34
E01001798,3,36
E01001799,1,47
E01001799,2,44
E01001799,3,52
E01001800,1,37
E01001800,2,32
E01001800,3,28
E01001801,1,56
E01001801,2,39
E01001801,3,61
E01001802,1,34
E01001802,2,33
E01001802,3,35
E01001803,1,49
E01001803,2,41
E01001803,3,51
E01001804,1,36
E01001804,2,30
E01001804,3,45
E01001805,1,40
E01001805,2,47
E01001805,3,48
E01001806,1,84
E01001806,2,105
E01001806,3,80
E01001807,1,52
E01001807,2,68
E01001807,3,54
E01001808,1,85
E01001808,2,60
E01001808,3,59
E01001809,1,52
E01001809,2,50
E01001809,3,48
E01001811,1,49
E01001811,2,58
E01001811,3,48
E01001812,1,22
E01001812,2,17
E01001812,3,28
E01001813,1,69
E01001813,2,64
E01001813,3,63
E01001814,1,57
E01001814,2,48
E01001814,3,42
E01001815,1,41
E01001815,2,27
E01001815,3,29
E01001816,1,78
E01001816,2,71
E01001816,3,58
E01001819,1,84
E01001819,2,66
E01001819,3,101
E01001820,1,48
E01001820,2,49
E01001820,3,48
E01001821,1,23
E01001821,2,31
E01001821,3,16
E01001822,1,62
E01001822,2,83
E01001822,3,76
E01001823,1,47
E01001823,2,56
E01001823,3,55
E01001824,1,68
E01001824,2,60
E01001824,3,55
E01001825,1,40
E01001825,2,24
E01001825,3,27
E01001826,1,33
E01001826,2,31
E01001826,3,27
E01001827,1,37
E01001827,2,46
E01001827,3,58
E01001828,1,70
E01001828,2,78
E01001828,3,74
E01001829,1,54
E01001829,2,80
E01001829,3,81
E01001830,1,37
E01001830,2,57
E01001830,3,52
E01001831,1,91
E01001831,2,92
E01001831,3,102
E01001832,1,47
E01001832,2,39
E01001832,3,64
E01001833,1,105
E01001833,2,91
E01001833,3,106
E01001834,1,70
E01001834,2,90
E01001834,3,60
E01001835,1,31
E01001835,2,36
E01001835,3,43
E01001836,1,80
E01001836,2,108
E01001836,3,97
E01001837,1,98
E01001837,2,95
E01001837,3,96
E01001838,1,37
E01001838,2,50
E01001838,3,35
E01001839,1,152
E01001839,2,138
E01001839,3,136
E01001840,1,60
E01001840,2,55
E01001840,3,73
E01001841,1,58
E01001841,2,65
E01001841,3,74
E01001842,1,43
E01001842,2,34
E01001842,3,38
E01001843,1,60
E01001843,2,66
E01001843,3,60
E01001844,1,87
E01001844,2,115
E01001844,3,106
E01001845,1,33
E01001845,2,30
E01001845,3,33
E01001846,1,57
E01001846,2,71
E01001846,3,76
E01001847,1,63
E01001847,2,71
E01001847,3,65
E01001848,1,78
E01001848,2,83
E01001848,3,101
E01001849,1,128
E01001849,2,153
E01001849,3,132
E01001850,1,55
E01001850,2,62
E01001850,3,47
E01001851,1,93
E01001851,2,82
E01001851,3,63
E01001852,1,33
E01001852,2,44
E01001852,3,51
E01001853,1,83
E01001853,2,77
E01001853,3,78
E01001854,1,81
E01001854,2,78
E01001854,3,74
E01001855,1,81
E01001855,2,76
E01001855,3,71
E01001856,1,47
E01001856,2,45
E01001856,3,37
E01001857,1,48
E01001857,2,61
E01001857,3,65
E01001858,1,65
E01001858,2,64
E01001858,3,80
E01001859,1,42
E01001859,2,47
E01001859,3,49
E01001860,1,64
E01001860,2,58
E01001860,3,73
E01001861,1,57
E01001861,2,57
E01001861,3,44
E01001862,1,56
E01001862,2,63
E01001862,3,56
E01001863,1,46
E01001863,2,54
E01001863,3,74
E01001864,1,41
E01001864,2,19
